Date,GDP,CPI,Growth,Inflation,Theme
1991-11-01,1.1665033422485704,4.492753623188395,low,high,Stagflation
1991-12-01,1.1665033422485704,4.401154401154406,low,high,Stagflation
1993-07-01,2.2865157608157105,3.1842818428184483,low,high,Stagflation
1993-08-01,2.2865157608157105,3.313049357674114,low,high,Stagflation
1993-09-01,2.2865157608157105,3.241053342336264,low,high,Stagflation
1995-04-01,2.4021688692934973,3.151125401929256,low,high,Stagflation
1995-05-01,2.4021688692934973,3.078896728672209,low,high,Stagflation
1995-06-01,2.4021688692934973,3.005115089514065,low,high,Stagflation
1995-10-01,2.19957990906845,3.10519645120404,low,high,Stagflation
1995-11-01,2.19957990906845,3.034134007585343,low,high,Stagflation
1995-12-01,2.19957990906845,3.032217308907126,low,high,Stagflation
2001-01-01,2.195542846787979,2.5655326268823275,low,high,Stagflation
2001-02-01,2.195542846787979,2.7870680044593144,low,high,Stagflation
2001-03-01,2.195542846787979,2.6111111111110974,low,high,Stagflation
2001-04-01,0.9919329568880196,2.66222961730449,low,high,Stagflation
2001-05-01,0.9919329568880196,2.54565578306587,low,high,Stagflation
2001-06-01,0.9919329568880196,2.705687465488693,low,high,Stagflation
2001-07-01,0.4873523671693247,2.6997245179063434,low,high,Stagflation
2001-08-01,0.4873523671693247,2.638812534359536,low,high,Stagflation
2001-09-01,0.4873523671693247,2.633022490400428,low,high,Stagflation
2001-10-01,0.1706422364229354,2.6286966046002336,low,high,Stagflation
2001-11-01,0.1706422364229354,2.730748225013646,low,high,Stagflation
2001-12-01,0.1706422364229354,2.782324058919805,low,high,Stagflation
2002-01-01,1.3288120484284516,2.610114192495905,low,high,Stagflation
2002-02-01,1.3288120484284516,2.5488069414316694,low,high,Stagflation
2002-03-01,1.3288120484284516,2.436383324309688,low,high,Stagflation
2002-04-01,1.3228839022436212,2.485143165856285,low,high,Stagflation
2002-05-01,1.3228839022436212,2.5364274150026844,low,high,Stagflation
2002-06-01,1.3228839022436212,2.2580645161290214,low,high,Stagflation
2002-07-01,2.1406699897993158,2.1995708154506355,low,high,Stagflation
2002-08-01,2.1406699897993158,2.3567220139260936,low,high,Stagflation
2002-09-01,2.1406699897993158,2.2447888829502998,low,high,Stagflation
2002-10-01,1.9912861846485663,2.187833511205972,low,high,Stagflation
2002-11-01,1.9912861846485663,2.020202020202033,low,high,Stagflation
2006-07-01,2.3282911518637928,2.6879044300647026,low,high,Stagflation
2006-08-01,2.3282911518637928,2.83441074092492,low,high,Stagflation
2006-09-01,2.3282911518637928,2.930948832588176,low,high,Stagflation
2007-01-01,1.5407153251804973,2.657480314960625,low,high,Stagflation
2007-02-01,1.5407153251804973,2.71856581532417,low,high,Stagflation
2007-03-01,1.5407153251804973,2.5051395007342103,low,high,Stagflation
2007-04-01,1.9386415949978808,2.4155273437499902,low,high,Stagflation
2007-05-01,1.9386415949978808,2.267770204479058,low,high,Stagflation
2007-06-01,1.9386415949978808,2.181641573579407,low,high,Stagflation
2007-07-01,2.398559850010296,2.1682016480853106,low,high,Stagflation
2007-08-01,2.398559850010296,2.088491295938089,low,high,Stagflation
2007-09-01,2.398559850010296,2.101351351351366,low,high,Stagflation
2007-10-01,2.16088320819654,2.156551059730249,low,high,Stagflation
2007-11-01,2.16088320819654,2.338787295476408,low,high,Stagflation
2007-12-01,2.16088320819654,2.4353676117251366,low,high,Stagflation
2008-01-01,1.446803001442731,2.4789069990412305,low,high,Stagflation
2008-02-01,1.446803001442731,2.29708083295479,low,high,Stagflation
2008-03-01,1.446803001442731,2.388524386633417,low,high,Stagflation
2008-04-01,1.3801325593333802,2.294669292051843,low,high,Stagflation
2008-05-01,1.3801325593333802,2.3222157689781087,low,high,Stagflation
2008-06-01,1.3801325593333802,2.3917259211377,low,high,Stagflation
2008-07-01,0.2422023781227356,2.463313612274831,low,high,Stagflation
2008-08-01,0.2422023781227356,2.4981171756213394,low,high,Stagflation
2008-09-01,0.2422023781227356,2.4386208722122937,low,high,Stagflation
2008-10-01,-2.540339259876201,2.2213629955157854,low,high,Stagflation
2008-11-01,-2.540339259876201,2.015893915169764,low,high,Stagflation
2011-10-01,1.5226915241306704,2.107920479646564,low,high,Stagflation
2011-11-01,1.5226915241306704,2.138204538395394,low,high,Stagflation
2011-12-01,1.5226915241306704,2.276662633858506,low,high,Stagflation
2012-04-01,2.373816349715452,2.314427851801515,low,high,Stagflation
2012-05-01,2.373816349715452,2.252258280361308,low,high,Stagflation
2012-06-01,2.373816349715452,2.192285611289857,low,high,Stagflation
2015-12-01,1.8746840586457256,2.0715072792840905,low,high,Stagflation
2016-01-01,1.6481906030485938,2.145022538582464,low,high,Stagflation
2016-02-01,1.6481906030485938,2.222573822094165,low,high,Stagflation
2016-03-01,1.6481906030485938,2.142426948557663,low,high,Stagflation
2016-04-01,1.367629650405977,2.156654761214183,low,high,Stagflation
2016-05-01,1.367629650405977,2.254559597497608,low,high,Stagflation
2016-06-01,1.367629650405977,2.2622116465067066,low,high,Stagflation
2016-07-01,1.6482633560206184,2.1701399624842965,low,high,Stagflation
2016-08-01,1.6482633560206184,2.3087345614186683,low,high,Stagflation
2016-09-01,1.6482633560206184,2.271120682569183,low,high,Stagflation
2016-10-01,2.0041770462427166,2.2045551507991146,low,high,Stagflation
2016-11-01,2.0041770462427166,2.1454219398053587,low,high,Stagflation
2016-12-01,2.0041770462427166,2.197123661300271,low,high,Stagflation
2017-01-01,1.8852788696456235,2.2502092221020176,low,high,Stagflation
2017-02-01,1.8852788696456235,2.2353468290497336,low,high,Stagflation
2017-03-01,1.8852788696456235,2.045845481938735,low,high,Stagflation
2018-10-01,2.320617095391864,2.157964074690555,low,high,Stagflation
2018-11-01,2.320617095391864,2.221688152047152,low,high,Stagflation
2018-12-01,2.320617095391864,2.197810838863923,low,high,Stagflation
2019-01-01,2.153001514081332,2.141356166102115,low,high,Stagflation
2019-02-01,2.153001514081332,2.0804639078444875,low,high,Stagflation
2019-03-01,2.153001514081332,2.0513180909545348,low,high,Stagflation
2019-04-01,2.111478835615088,2.08688129133332,low,high,Stagflation
2019-05-01,2.111478835615088,2.010491889979038,low,high,Stagflation
2019-06-01,2.111478835615088,2.13479174516118,low,high,Stagflation
2019-07-01,2.3183259983257765,2.188498650367654,low,high,Stagflation
2019-08-01,2.3183259983257765,2.3667974018323434,low,high,Stagflation
2019-09-01,2.3183259983257765,2.353145973965698,low,high,Stagflation
2020-01-01,0.6307851641742079,2.2584384379773947,low,high,Stagflation
2020-02-01,0.6307851641742079,2.375759434233493,low,high,Stagflation
2020-03-01,0.6307851641742079,2.117207764880513,low,high,Stagflation
